,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
10282,20588,2007,3667,Dee Brown,1984.0,PG,22.0,1,NBA,UTA,49,450.0,8.6,0.411,0.286,0.378,2.2,8.6,5.4,26.2,2.6,1.3,21.3,14.5,-0.2,0.5,0.2,0.024,-3.0,1.1,-1.8,0.0
10465,20771,2007,3542,Luke Jackson,1981.0,SF,25.0,3,NBA,TOT,13,138.0,10.3,0.511,0.395,0.209,1.7,6.9,4.3,14.9,1.9,0.6,13.0,18.1,0.0,0.1,0.1,0.043,-3.0,-0.8,-3.8,-0.1
10466,20772,2007,3542,Luke Jackson,1981.0,SF,25.0,3,NBA,LAC,3,16.0,-6.0,0.188,0.5,0.0,0.0,7.4,3.7,37.5,0.0,0.0,11.1,26.0,-0.1,0.0,-0.1,-0.273,-9.3,-3.9,-13.2,0.0
10467,20773,2007,3542,Luke Jackson,1981.0,SF,25.0,3,NBA,TOR,10,122.0,12.5,0.578,0.371,0.257,1.9,6.8,4.3,11.9,2.1,0.6,13.3,17.1,0.1,0.1,0.2,0.084,-2.2,-0.3,-2.6,0.0
10482,20788,2007,3691,Marcus Williams,1985.0,PG,21.0,1,NBA,NJN,79,1315.0,11.5,0.474,0.31,0.162,2.6,11.9,7.3,34.4,1.2,0.1,20.1,25.0,-1.1,1.0,-0.1,-0.004,-1.7,-2.0,-3.7,-0.6
10511,20817,2007,3407,Mike Dunleavy,1980.0,SG-PF,26.0,5,NBA,TOT,82,2580.0,14.1,0.542,0.264,0.316,3.6,15.5,9.4,14.2,1.6,0.6,13.3,19.0,2.6,2.5,5.1,0.095,-0.3,0.3,0.0,1.3
10512,20818,2007,3407,Mike Dunleavy,1980.0,PF,26.0,5,NBA,GSW,39,1051.0,14.6,0.538,0.281,0.273,4.1,15.7,9.8,16.7,1.8,0.9,14.6,19.7,1.0,0.9,1.9,0.086,0.1,0.2,0.3,0.6
10513,20819,2007,3407,Mike Dunleavy,1980.0,SG,26.0,5,NBA,IND,43,1529.0,13.8,0.544,0.25,0.35,3.3,15.4,9.2,12.4,1.6,0.5,12.3,18.5,1.6,1.6,3.2,0.102,-0.6,0.3,-0.2,0.7
10515,20821,2007,3339,Mike James,1975.0,PG,31.0,6,NBA,MIN,82,2069.0,13.3,0.528,0.306,0.262,1.5,7.8,4.7,23.7,1.4,0.3,14.1,20.5,1.8,1.1,2.8,0.065,-0.6,-1.0,-1.6,0.2
10763,19990,2006,3047,Charles Smith,1975.0,SG,30.0,5,NBA,TOT,22,210.0,12.0,0.53,0.528,0.111,1.7,7.6,4.6,7.6,1.3,2.2,5.0,17.9,0.2,0.0,0.3,0.06,-0.6,-1.1,-1.7,0.0
10764,19991,2006,3047,Charles Smith,1975.0,SG,30.0,5,NBA,POR,21,208.0,12.4,0.537,0.521,0.113,1.7,7.6,4.6,7.7,1.3,2.2,5.1,17.9,0.3,0.0,0.3,0.066,-0.4,-1.0,-1.4,0.0
10765,19992,2006,3047,Charles Smith,1975.0,SG,30.0,5,NBA,DEN,1,2.0,-28.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,-0.511,-24.5,-8.1,-32.6,0.0
10807,20034,2006,3590,David Lee,1983.0,SF,22.0,1,NBA,NYK,67,1129.0,15.4,0.607,0.0,0.535,11.6,21.1,16.3,6.5,1.4,1.5,15.2,13.5,2.0,0.8,2.7,0.116,0.7,-0.6,0.1,0.6
10997,20224,2006,3542,Luke Jackson,1981.0,SF,24.0,2,NBA,CLE,36,315.0,7.9,0.482,0.424,0.388,6.0,9.1,7.5,12.4,1.9,0.5,23.8,19.2,-0.3,0.3,0.0,-0.003,-3.3,-0.7,-4.0,-0.2
11053,20280,2006,3407,Mike Dunleavy,1980.0,SF,25.0,4,NBA,GSW,81,2578.0,12.5,0.503,0.319,0.309,3.3,14.2,8.6,15.0,1.2,0.9,11.5,18.1,1.9,2.3,4.2,0.077,-0.7,0.0,-0.7,0.9
11054,20281,2006,3339,Mike James,1975.0,PG,30.0,5,NBA,TOR,79,2925.0,19.8,0.583,0.311,0.275,1.8,9.5,5.5,28.2,1.3,0.1,13.0,25.0,7.7,-0.1,7.6,0.125,4.0,-2.2,1.8,2.9
11585,19664,2005,3542,Luke Jackson,1981.0,SF,23.0,1,NBA,CLE,10,43.0,16.3,0.489,0.222,0.222,5.4,11.2,8.2,13.4,0.0,0.0,6.3,33.3,0.1,0.0,0.1,0.085,4.0,-3.5,0.5,0.0
11607,19686,2005,3545,Mark Jones,1975.0,SF,29.0,1,NBA,ORL,10,116.0,4.4,0.325,0.129,0.323,5.9,6.7,6.3,7.5,2.2,1.2,7.8,14.5,-0.2,0.1,-0.1,-0.033,-5.9,-1.0,-6.9,-0.1
11641,19720,2005,3407,Mike Dunleavy,1980.0,SF,24.0,3,NBA,GSW,79,2570.0,14.5,0.539,0.305,0.19,3.9,15.0,9.2,13.1,1.6,0.7,11.9,19.1,2.7,2.2,4.9,0.091,0.2,-0.1,0.1,1.4
11642,19721,2005,3339,Mike James,1975.0,PG,29.0,4,NBA,TOT,74,1859.0,16.6,0.534,0.345,0.193,2.2,10.8,6.6,25.2,1.9,0.2,11.5,22.8,2.8,1.5,4.3,0.11,1.8,-0.1,1.7,1.8
11643,19722,2005,3339,Mike James,1975.0,PG,29.0,4,NBA,MIL,47,1167.0,16.0,0.535,0.33,0.196,2.3,10.0,6.1,27.6,1.8,0.3,13.8,22.6,1.5,0.5,2.0,0.084,1.8,-0.6,1.1,0.9
11644,19723,2005,3339,Mike James,1975.0,PG,29.0,4,NBA,HOU,27,692.0,17.4,0.533,0.368,0.189,2.1,12.2,7.2,21.1,2.0,0.2,7.6,23.2,1.2,1.0,2.2,0.155,1.8,0.8,2.7,0.8
12207,19116,2004,3407,Mike Dunleavy,1980.0,SF,23.0,2,NBA,GSW,75,2336.0,15.1,0.547,0.353,0.257,4.2,17.2,10.7,16.1,1.6,0.4,15.1,18.6,3.0,2.2,5.2,0.107,1.0,0.3,1.3,2.0
12208,19117,2004,3339,Mike James,1975.0,PG,28.0,3,NBA,TOT,81,2196.0,14.4,0.528,0.428,0.193,1.5,10.6,6.1,26.1,2.3,0.1,14.8,17.4,3.0,2.2,5.2,0.113,0.0,0.2,0.2,1.2
12209,19118,2004,3339,Mike James,1975.0,PG,28.0,3,NBA,BOS,55,1684.0,14.4,0.533,0.443,0.186,1.4,10.4,6.0,24.4,2.1,0.1,13.1,17.1,2.6,1.2,3.8,0.108,0.4,-0.1,0.3,1.0
12210,19119,2004,3339,Mike James,1975.0,PG,28.0,3,NBA,DET,26,512.0,14.3,0.512,0.374,0.218,1.8,11.1,6.6,32.0,2.8,0.1,20.3,18.4,0.4,1.0,1.4,0.13,-1.3,1.3,0.0,0.3
12480,18321,2003,3047,Charles Smith,1975.0,SG,27.0,4,NBA,POR,3,13.0,5.9,0.434,0.25,1.0,0.0,0.0,0.0,11.4,4.1,0.0,14.8,24.0,0.0,0.0,0.0,0.007,-8.0,1.4,-6.5,0.0
12658,18499,2003,3398,Ken Johnson,1978.0,C,24.0,1,NBA,MIA,16,156.0,6.1,0.404,0.0,0.162,2.9,21.3,11.8,0.0,0.4,6.0,13.1,13.8,-0.2,0.2,0.0,-0.002,-7.2,0.3,-6.8,-0.2
12733,18574,2003,3407,Mike Dunleavy,1980.0,SF,22.0,1,NBA,GSW,82,1305.0,12.5,0.505,0.36,0.24,5.4,11.9,8.7,12.6,2.1,1.0,15.7,17.8,1.1,0.4,1.5,0.055,-0.3,-0.5,-0.8,0.4
12734,18575,2003,3339,Mike James,1975.0,PG,27.0,2,NBA,MIA,78,1722.0,11.8,0.469,0.39,0.243,1.7,8.5,5.0,25.9,2.0,0.2,14.3,20.6,0.2,1.6,1.8,0.051,-1.6,0.1,-1.6,0.2
12959,17817,2002,3045,Cedric Henderson,1975.0,SF,26.0,5,NBA,GSW,12,70.0,14.4,0.528,0.129,0.226,1.5,3.1,2.3,10.5,4.4,1.9,19.0,25.3,-0.1,0.1,0.0,0.003,-0.1,1.8,1.7,0.1
12961,17819,2002,3047,Charles Smith,1975.0,SG,26.0,3,NBA,SAS,60,1141.0,13.2,0.483,0.306,0.152,3.5,9.7,6.7,12.2,2.4,2.7,11.4,21.0,0.1,1.9,2.0,0.085,-1.0,1.9,0.9,0.8
13009,17867,2002,2578,Dee Brown,1968.0,PG,33.0,12,NBA,ORL,7,65.0,-3.2,0.175,0.6,0.0,0.0,15.6,7.7,4.2,2.4,1.1,16.7,16.5,-0.4,0.1,-0.3,-0.214,-10.7,-2.5,-13.2,-0.2
13224,18082,2002,3339,Mike James,1975.0,PG,26.0,1,NBA,MIA,15,119.0,9.4,0.456,0.488,0.163,2.0,11.7,6.9,27.7,2.8,0.6,22.0,23.7,-0.2,0.2,0.0,0.004,-3.6,1.1,-2.6,0.0
13251,18109,2002,2264,Patrick Ewing,1962.0,C,39.0,17,NBA,ORL,65,901.0,14.4,0.497,0.003,0.402,7.4,25.3,16.3,6.3,1.3,3.5,14.2,22.7,0.0,1.3,1.4,0.073,-3.1,0.0,-3.1,-0.3
13463,17284,2001,3045,Cedric Henderson,1975.0,SF,25.0,4,NBA,CLE,55,961.0,6.2,0.416,0.031,0.176,2.3,8.5,5.4,13.2,1.6,1.7,18.2,16.2,-1.3,0.5,-0.7,-0.037,-4.5,-0.3,-4.8,-0.7
13529,17350,2001,2578,Dee Brown,1968.0,PG,32.0,11,NBA,ORL,7,155.0,9.0,0.519,0.727,0.114,0.0,8.1,3.9,11.9,1.3,0.0,13.2,15.2,0.1,0.1,0.2,0.059,-1.4,-1.0,-2.4,0.0
13704,17525,2001,2666,Larry Johnson,1969.0,PF,31.0,10,NBA,NYK,65,2105.0,11.2,0.493,0.273,0.214,5.3,15.2,10.4,10.5,1.0,1.1,12.9,17.4,1.0,3.1,4.1,0.093,-1.0,0.9,-0.1,1.0
13751,17572,2001,2879,Michael Smith,1972.0,PF,28.0,7,NBA,WAS,79,1610.0,14.0,0.527,0.005,0.706,12.3,28.9,20.4,9.6,1.8,1.6,17.8,9.6,2.0,1.6,3.6,0.108,0.0,0.2,0.2,0.9
13781,17602,2001,2264,Patrick Ewing,1962.0,C,38.0,16,NBA,SEA,79,2107.0,12.9,0.478,0.003,0.367,6.8,25.0,15.9,7.0,1.3,3.1,16.0,20.3,-0.5,2.5,2.0,0.046,-2.9,-0.2,-3.2,-0.6
14006,16794,2000,3045,Cedric Henderson,1975.0,SF,24.0,3,NBA,CLE,61,1107.0,7.3,0.441,0.046,0.319,3.4,10.8,7.1,7.8,1.8,1.1,15.5,17.3,-1.2,0.9,-0.2,-0.01,-4.5,-0.4,-4.9,-0.8
14008,16796,2000,3111,Charles Jones,1975.0,PG,24.0,2,NBA,LAC,56,662.0,11.4,0.445,0.587,0.114,2.8,7.8,5.2,22.5,2.3,0.5,11.7,16.0,0.3,0.1,0.4,0.025,-1.3,-1.5,-2.8,-0.1
14063,16851,2000,2578,Dee Brown,1968.0,PG,31.0,10,NBA,TOR,38,673.0,11.8,0.498,0.725,0.062,1.4,7.7,4.5,20.7,1.9,0.5,12.8,20.0,0.4,0.4,0.8,0.057,0.4,-0.9,-0.5,0.3
14227,17015,2000,2666,Larry Johnson,1969.0,PF,30.0,9,NBA,NYK,70,2281.0,12.4,0.517,0.267,0.256,4.7,14.8,9.9,12.6,1.0,0.2,11.5,17.0,2.3,2.7,5.1,0.107,0.3,0.4,0.7,1.6
14244,17032,2000,2944,Mark Davis,1973.0,SF,26.0,5,NBA,GSW,23,464.0,9.8,0.453,0.015,0.343,6.6,12.8,9.5,12.8,2.7,0.6,20.2,17.9,-0.4,0.3,-0.1,-0.012,-3.9,-0.8,-4.6,-0.3
14266,17054,2000,2879,Michael Smith,1972.0,SF,27.0,6,NBA,WAS,46,1145.0,14.5,0.611,0.005,0.526,12.0,21.4,16.6,7.3,1.2,1.4,16.0,10.9,2.3,1.0,3.3,0.137,0.4,0.1,0.4,0.7
14289,17077,2000,2264,Patrick Ewing,1962.0,C,37.0,15,NBA,NYK,62,2035.0,16.9,0.516,0.003,0.365,8.4,26.2,17.6,5.2,1.0,3.1,13.6,24.3,0.9,3.9,4.8,0.113,-0.6,0.4,-0.2,0.9
14499,16284,1999,3045,Cedric Henderson,1975.0,SF,23.0,2,NBA,CLE,50,1517.0,9.9,0.46,0.026,0.201,3.8,12.7,8.3,14.2,2.1,1.3,16.4,19.0,-1.1,1.5,0.5,0.015,-2.6,0.2,-2.5,-0.2
14501,16286,1999,3111,Charles Jones,1975.0,SG,23.0,1,NBA,CHI,29,476.0,6.5,0.407,0.496,0.179,2.1,8.6,5.2,15.5,2.1,0.8,17.9,16.0,-0.7,0.3,-0.4,-0.037,-4.4,-0.9,-5.3,-0.4
14505,16290,1999,3047,Charles Smith,1975.0,SG,23.0,2,NBA,LAC,23,317.0,7.1,0.404,0.34,0.165,2.5,6.7,4.5,6.9,2.9,3.3,16.1,17.8,-0.5,0.1,-0.5,-0.069,-3.9,-0.1,-4.1,-0.2
14556,16341,1999,2913,David Vaughn,1973.0,PF,25.0,4,NBA,NJN,10,103.0,13.5,0.599,0.0,0.417,13.2,23.8,18.3,1.7,1.0,5.6,27.9,16.9,0.0,0.1,0.2,0.08,-5.1,-0.8,-5.9,-0.1
14560,16345,1999,2578,Dee Brown,1968.0,PG,30.0,9,NBA,TOR,49,1377.0,13.9,0.529,0.705,0.111,1.2,7.5,4.3,18.8,2.2,0.4,13.4,19.7,1.8,0.6,2.5,0.086,2.0,-1.3,0.7,1.0
14595,16380,1999,1993,Eddie Johnson,1959.0,SF,39.0,17,NBA,HOU,3,18.0,10.2,0.462,0.077,0.0,0.0,12.2,6.5,14.1,0.0,0.0,13.3,39.2,-0.1,0.0,-0.1,-0.134,-8.7,-6.5,-15.1,-0.1
14727,16512,1999,2666,Larry Johnson,1969.0,PF,29.0,8,NBA,NYK,49,1639.0,14.6,0.554,0.201,0.358,6.8,13.4,10.2,13.5,1.1,0.5,14.4,18.1,2.8,2.1,4.9,0.144,0.9,0.3,1.2,1.3
14746,16531,1999,2944,Mark Davis,1973.0,SF,25.0,4,NBA,MIA,4,35.0,-3.1,0.521,0.0,1.0,7.4,16.1,12.1,4.6,1.6,0.0,44.8,22.1,-0.1,0.1,-0.1,-0.122,-14.5,-2.2,-16.7,-0.1
14767,16552,1999,2879,Michael Smith,1972.0,PF,26.0,5,NBA,VAN,48,1098.0,14.3,0.574,0.007,0.889,14.2,23.5,18.8,7.2,2.3,1.2,23.0,10.9,1.3,0.9,2.3,0.099,-0.6,-0.4,-1.0,0.3
14789,16574,1999,2264,Patrick Ewing,1962.0,C,36.0,14,NBA,NYK,38,1300.0,19.4,0.491,0.004,0.407,7.0,26.5,17.1,7.0,1.3,6.0,12.9,28.4,0.2,3.1,3.3,0.123,0.1,1.8,1.9,1.3
15023,15754,1998,3045,Cedric Henderson,1975.0,SF,22.0,1,NBA,CLE,82,2527.0,10.7,0.514,0.006,0.262,3.5,12.2,7.9,11.6,2.0,1.4,16.9,17.8,-0.2,4.0,3.8,0.072,-2.7,1.1,-1.6,0.3
15025,15756,1998,2109,Charles Jones,1957.0,PF,40.0,15,NBA,HOU,24,127.0,7.8,0.689,0.0,0.2,11.3,11.1,11.2,5.7,0.4,3.3,26.9,5.3,0.2,0.0,0.2,0.078,-3.2,-0.1,-3.4,0.0
15028,15759,1998,3047,Charles Smith,1975.0,SG,22.0,1,NBA,TOT,34,292.0,9.8,0.458,0.376,0.088,5.2,5.5,5.3,12.6,2.2,1.4,17.2,24.0,-0.4,0.0,-0.3,-0.057,-2.6,-2.5,-5.1,-0.2
15029,15760,1998,3047,Charles Smith,1975.0,SG,22.0,1,NBA,MIA,11,32.0,-0.5,0.265,0.167,0.111,18.9,10.7,14.7,10.5,3.4,2.3,24.1,36.3,-0.3,0.1,-0.2,-0.323,-11.5,-4.7,-16.2,-0.1
15030,15761,1998,3047,Charles Smith,1975.0,SG,22.0,1,NBA,LAC,23,260.0,11.1,0.491,0.411,0.084,3.5,4.9,4.2,12.9,2.0,1.3,15.9,22.5,-0.1,0.0,-0.1,-0.024,-1.5,-2.2,-3.7,-0.1
15084,15815,1998,2913,David Vaughn,1973.0,PF,24.0,3,NBA,TOT,40,489.0,11.4,0.48,0.007,0.318,11.4,23.1,17.0,7.0,1.6,1.4,19.2,18.6,-0.2,0.6,0.4,0.04,-4.2,-0.5,-4.8,-0.4
15085,15816,1998,2913,David Vaughn,1973.0,PF,24.0,3,NBA,GSW,22,322.0,10.8,0.442,0.009,0.298,11.0,23.2,16.9,9.7,1.6,1.3,19.4,21.7,-0.5,0.4,0.0,-0.002,-4.9,-0.6,-5.5,-0.3
15086,15817,1998,2913,David Vaughn,1973.0,PF,24.0,3,NBA,CHI,3,6.0,23.3,0.725,0.0,4.0,0.0,19.2,9.5,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.315,3.8,1.9,5.7,0.0
15087,15818,1998,2913,David Vaughn,1973.0,PF,24.0,3,NBA,NJN,15,161.0,12.1,0.595,0.0,0.273,12.8,23.0,17.6,1.9,1.6,1.8,19.6,12.4,0.2,0.2,0.4,0.114,-3.3,-0.5,-3.8,-0.1
15091,15822,1998,2578,Dee Brown,1968.0,SG,29.0,8,NBA,TOT,72,1719.0,14.2,0.555,0.482,0.126,1.5,9.1,5.1,14.8,2.5,1.0,11.0,16.9,2.6,0.8,3.4,0.095,0.9,-0.5,0.4,1.0
15092,15823,1998,2578,Dee Brown,1968.0,SG,29.0,8,NBA,BOS,41,811.0,11.4,0.524,0.443,0.11,1.3,8.3,4.5,10.4,2.8,0.6,10.7,16.0,0.7,0.7,1.3,0.078,-1.2,0.3,-0.8,0.2
15093,15824,1998,2578,Dee Brown,1968.0,SG,29.0,8,NBA,TOR,31,908.0,16.8,0.58,0.515,0.14,1.7,9.8,5.6,18.8,2.2,1.3,11.2,17.7,2.0,0.1,2.1,0.11,2.7,-1.2,1.6,0.8
15129,15860,1998,1993,Eddie Johnson,1959.0,SF,38.0,16,NBA,HOU,75,1490.0,13.1,0.524,0.364,0.25,4.0,8.1,6.1,10.0,1.1,0.1,9.3,20.3,2.0,0.1,2.2,0.07,0.3,-2.2,-2.0,0.0
15271,16002,1998,2666,Larry Johnson,1969.0,SF,28.0,7,NBA,NYK,70,2412.0,15.8,0.539,0.071,0.32,8.7,11.3,10.0,11.4,0.9,0.4,11.2,22.1,4.0,2.9,6.9,0.137,1.1,-0.5,0.6,1.6
15293,16024,1998,2944,Mark Davis,1973.0,SF,24.0,3,NBA,PHI,71,906.0,10.9,0.489,0.025,0.414,8.1,12.0,10.0,13.5,2.9,1.5,24.0,18.8,-0.8,1.0,0.2,0.01,-2.6,0.6,-2.0,0.0
15312,16043,1998,2879,Michael Smith,1972.0,PF,25.0,4,NBA,TOT,48,1053.0,14.3,0.524,0.005,0.531,12.9,20.2,16.5,12.5,2.0,1.0,17.6,12.3,1.3,0.8,2.1,0.096,-0.1,-0.2,-0.3,0.4
15313,16044,1998,2879,Michael Smith,1972.0,PF,25.0,4,NBA,SAC,18,347.0,12.9,0.465,0.0,0.492,11.0,21.4,16.0,12.4,2.3,1.8,16.8,11.4,0.2,0.5,0.7,0.092,-1.5,1.2,-0.3,0.2
15314,16045,1998,2879,Michael Smith,1972.0,PF,25.0,4,NBA,VAN,30,706.0,15.0,0.551,0.008,0.549,13.9,19.7,16.8,12.6,1.9,0.6,17.9,12.7,1.1,0.3,1.4,0.099,0.6,-0.9,-0.3,0.3
15334,16065,1998,2264,Patrick Ewing,1962.0,C,35.0,13,NBA,NYK,26,848.0,23.3,0.557,0.005,0.462,8.3,29.3,18.8,6.8,1.0,5.3,13.7,31.1,1.0,2.0,3.0,0.168,2.4,1.8,4.2,1.3
15556,15166,1997,2109,Charles Jones,1957.0,PF,39.0,14,NBA,HOU,12,93.0,6.3,0.4,0.0,0.0,6.6,9.5,8.1,4.3,1.1,3.2,0.0,2.4,0.1,0.1,0.2,0.09,-2.7,1.6,-1.1,0.0
15558,15168,1997,2412,Charles Smith,1965.0,PF,31.0,9,NBA,SAS,19,329.0,10.6,0.461,0.012,0.31,6.3,17.7,11.8,6.9,2.2,5.3,18.7,16.6,-0.3,0.3,0.0,0.003,-5.0,1.4,-3.6,-0.1
15607,15217,1997,2913,David Vaughn,1973.0,PF,23.0,2,NBA,ORL,35,298.0,10.3,0.475,0.0,0.417,13.4,24.2,18.7,3.8,1.5,3.9,25.4,17.7,-0.4,0.5,0.1,0.019,-5.9,0.7,-5.1,-0.2
15612,15222,1997,2578,Dee Brown,1968.0,PG,28.0,7,NBA,BOS,21,522.0,11.3,0.455,0.392,0.133,1.6,9.6,5.3,19.6,3.0,1.0,12.0,16.4,0.1,0.3,0.3,0.03,-1.7,0.7,-1.0,0.1
15654,15264,1997,1993,Eddie Johnson,1959.0,SF,37.0,15,NBA,TOT,52,913.0,13.4,0.541,0.362,0.188,3.6,13.7,8.8,10.0,0.9,0.2,10.7,22.0,0.9,0.9,1.8,0.093,-0.5,-1.3,-1.8,0.0
15655,15265,1997,1993,Eddie Johnson,1959.0,SF,37.0,15,NBA,IND,28,306.0,11.7,0.497,0.206,0.199,1.2,14.2,7.8,10.6,0.9,0.3,10.3,24.9,0.0,0.3,0.3,0.048,-2.4,-1.0,-3.4,-0.1
15656,15266,1997,1993,Eddie Johnson,1959.0,SF,37.0,15,NBA,HOU,24,607.0,14.2,0.568,0.456,0.181,4.8,13.5,9.4,9.6,0.9,0.1,10.9,20.5,0.9,0.6,1.5,0.115,0.4,-1.4,-1.0,0.2
15813,15423,1997,2666,Larry Johnson,1969.0,SF,27.0,6,NBA,NYK,76,2613.0,13.8,0.57,0.143,0.373,7.9,10.1,9.0,11.4,1.3,1.1,13.7,17.5,4.0,3.7,7.7,0.141,0.5,0.8,1.3,2.2
15845,15455,1997,2944,Mark Davis,1973.0,SF,23.0,2,NBA,PHI,75,1705.0,13.7,0.525,0.174,0.314,8.6,12.1,10.3,12.9,2.5,1.3,16.2,18.0,1.3,1.0,2.3,0.065,-1.5,0.0,-1.4,0.2
15875,15485,1997,2879,Michael Smith,1972.0,PF,24.0,3,NBA,SAC,81,2526.0,13.3,0.545,0.0,0.688,11.7,23.9,17.7,11.2,1.7,1.8,21.0,11.0,2.2,3.2,5.4,0.102,-0.9,0.9,0.1,1.3
15894,15504,1997,2264,Patrick Ewing,1962.0,C,34.0,12,NBA,NYK,78,2887.0,21.3,0.548,0.007,0.434,7.5,26.4,17.3,10.8,1.3,5.3,14.4,29.8,2.9,6.9,9.8,0.163,0.9,1.9,2.8,3.5
15915,15525,1997,2387,Reggie Williams,1964.0,SF,32.0,10,NBA,TOT,13,200.0,9.2,0.468,0.447,0.158,2.6,15.0,8.6,8.2,2.1,1.5,12.9,20.1,-0.1,0.2,0.1,0.024,-3.2,0.9,-2.3,0.0
15916,15526,1997,2387,Reggie Williams,1964.0,SF,32.0,10,NBA,IND,2,33.0,-1.5,0.253,0.111,0.222,3.7,21.4,12.6,9.3,0.0,0.0,16.8,16.6,-0.1,0.0,-0.1,-0.128,-8.6,-1.5,-10.1,-0.1
15917,15527,1997,2387,Reggie Williams,1964.0,SF,32.0,10,NBA,NJN,11,167.0,11.4,0.497,0.493,0.149,2.4,13.8,7.8,8.0,2.5,1.8,12.3,20.8,0.0,0.1,0.2,0.054,-2.1,1.3,-0.8,0.1
16128,14619,1996,2109,Charles Jones,1957.0,PF,38.0,13,NBA,HOU,46,297.0,8.1,0.324,0.0,0.684,10.9,17.1,14.1,5.3,0.9,5.8,10.8,4.2,0.2,0.4,0.6,0.09,-3.8,1.6,-2.2,0.0
16130,14621,1996,2489,Charles Smith,1967.0,PG,28.0,3,NBA,MIN,8,39.0,-2.2,0.276,0.3,0.2,0.0,15.3,7.7,22.8,1.3,0.0,31.5,18.0,-0.2,0.0,-0.2,-0.212,-13.3,-2.7,-15.9,-0.1
16131,14622,1996,2412,Charles Smith,1965.0,PF,30.0,8,NBA,TOT,73,1716.0,11.3,0.469,0.026,0.282,9.2,14.8,12.1,6.0,1.5,3.5,14.0,20.2,-1.0,2.9,1.9,0.053,-3.9,0.6,-3.4,-0.6
16132,14623,1996,2412,Charles Smith,1965.0,PF,30.0,8,NBA,NYK,41,890.0,9.1,0.446,0.051,0.35,8.1,13.1,10.6,5.2,1.1,4.4,15.2,21.0,-1.2,1.4,0.2,0.013,-5.2,0.6,-4.7,-0.6
16133,14624,1996,2412,Charles Smith,1965.0,PF,30.0,8,NBA,SAS,32,826.0,13.7,0.493,0.0,0.211,10.4,16.6,13.6,6.8,2.0,2.5,12.7,19.4,0.2,1.5,1.7,0.096,-2.5,0.6,-1.9,0.0
16181,14672,1996,2913,David Vaughn,1973.0,PF,22.0,1,NBA,ORL,33,266.0,6.0,0.364,0.013,0.225,14.8,20.1,17.5,4.3,1.2,4.2,17.0,18.0,-0.5,0.4,-0.1,-0.013,-9.4,-1.5,-10.9,-0.6
16188,14679,1996,2578,Dee Brown,1968.0,PG,27.0,6,NBA,BOS,65,1591.0,13.7,0.507,0.357,0.256,2.5,7.2,4.8,14.3,2.5,0.5,9.7,20.5,1.4,1.0,2.4,0.073,-0.5,0.0,-0.5,0.6
16228,14719,1996,1993,Eddie Johnson,1959.0,SF,36.0,14,NBA,IND,62,1002.0,13.1,0.505,0.294,0.181,5.8,13.0,9.5,12.0,1.1,0.3,10.6,24.1,0.8,0.8,1.6,0.077,0.2,-1.4,-1.2,0.2
16379,14870,1996,2666,Larry Johnson,1969.0,PF,26.0,5,NBA,CHH,81,3274.0,19.8,0.563,0.149,0.46,9.0,16.4,12.7,18.0,0.9,1.0,11.0,22.9,8.8,1.3,10.1,0.149,3.9,-1.1,2.8,3.9
16402,14893,1996,2944,Mark Davis,1973.0,SF,22.0,1,NBA,MIN,57,571.0,10.9,0.47,0.087,0.779,11.7,14.5,13.1,12.6,3.6,2.9,25.4,20.8,-0.8,0.8,-0.1,-0.005,-4.2,1.0,-3.2,-0.2
16423,14914,1996,2879,Michael Smith,1972.0,PF,23.0,2,NBA,SAC,65,1384.0,14.2,0.565,0.004,0.744,11.9,20.6,16.3,12.3,1.7,2.5,18.6,12.3,1.4,1.7,3.1,0.108,-0.4,1.2,0.8,1.0
16443,14934,1996,2264,Patrick Ewing,1962.0,C,33.0,11,NBA,NYK,76,2783.0,20.9,0.516,0.019,0.317,6.9,26.9,17.1,11.2,1.3,5.1,11.8,31.5,0.6,6.1,6.8,0.116,0.3,1.3,1.6,2.5
16464,14955,1996,2387,Reggie Williams,1964.0,SF,31.0,9,NBA,DEN,52,817.0,8.4,0.444,0.35,0.154,3.5,13.8,8.6,14.1,2.2,1.9,15.8,17.6,-0.7,0.9,0.3,0.016,-4.8,1.1,-3.6,-0.3
16657,14151,1995,2109,Charles Jones,1957.0,PF,37.0,12,NBA,HOU,3,36.0,2.6,0.387,0.0,0.667,6.7,15.2,11.2,0.0,0.0,1.9,0.0,4.8,0.0,0.0,0.0,0.05,-7.2,0.3,-6.9,0.0
16660,14154,1995,2412,Charles Smith,1965.0,SF,29.0,7,NBA,NYK,76,2150.0,13.9,0.544,0.041,0.431,8.2,9.5,8.8,9.4,1.2,3.3,14.2,22.1,1.7,3.1,4.8,0.107,-1.6,0.6,-1.0,0.6
